(2,0.1, 0.1),0.106978439
(2,0.1, 0.2),0.102242753
(2,0.1, 0.3),0.093712273
(2,0.1, 0.4),0.089251029
(2,0.1, 0.5),0.101668585
(2,0.1, 0.6),0.118372977
(2,0.1, 0.7),0.105612669
(2,0.1, 0.8),0.11599322
(2,0.1, 0.9),0.103417853
(2,0.1, 1.0),0.09930038
(2,0.2, 0.1),0.100629879
(2,0.2, 0.2),0.088682683
(2,0.2, 0.3),0.076599861
(2,0.2, 0.4),0.103221675
(2,0.2, 0.5),0.095954629
(2,0.2, 0.6),0.095840368
(2,0.2, 0.7),0.112580851
(2,0.2, 0.8),0.114980898
(2,0.2, 0.9),0.09918743
(2,0.2, 1.0),0.105936925
(2,0.3, 0.1),0.102802961
(2,0.3, 0.2),0.110061877
(2,0.3, 0.3),0.084572431
(2,0.3, 0.4),0.125198119
(2,0.3, 0.5),0.098121558
(2,0.3, 0.6),0.113927686
(2,0.3, 0.7),0.107432052
(2,0.3, 0.8),0.08339707
(2,0.3, 0.9),0.120966671
(2,0.3, 1.0),0.093545498
(2,0.4, 0.1),0.110964319
(2,0.4, 0.2),0.118345785
(2,0.4, 0.3),0.098924403
(2,0.4, 0.4),0.097477182
(2,0.4, 0.5),0.102214006
(2,0.4, 0.6),0.128474581
(2,0.4, 0.7),0.107185982
(2,0.4, 0.8),0.116246971
(2,0.4, 0.9),0.099412311
(2,0.4, 1.0),0.139275863
(2,0.5, 0.1),0.106581836
(2,0.5, 0.2),0.087409835
(2,0.5, 0.3),0.10478804
(2,0.5, 0.4),0.118407649
(2,0.5, 0.5),0.104066354
(2,0.5, 0.6),0.129840249
(2,0.5, 0.7),0.094736125
(2,0.5, 0.8),0.135280913
(2,0.5, 0.9),0.109249524
(2,0.5, 1.0),0.101508541
(2,0.6, 0.1),0.125570723
(2,0.6, 0.2),0.111763756
(2,0.6, 0.3),0.129034467
(2,0.6, 0.4),0.095480419
(2,0.6, 0.5),0.123234376
(2,0.6, 0.6),0.143965604
(2,0.6, 0.7),0.146983793
(2,0.6, 0.8),0.108026643
(2,0.6, 0.9),0.127319198
(2,0.6, 1.0),0.115813855
(2,0.7, 0.1),0.117522428
(2,0.7, 0.2),0.150784953
(2,0.7, 0.3),0.123166577
(2,0.7, 0.4),0.112725194
(2,0.7, 0.5),0.103400894
(2,0.7, 0.6),0.146333463
(2,0.7, 0.7),0.08668531
(2,0.7, 0.8),0.124963359
(2,0.7, 0.9),0.098948942
(2,0.7, 1.0),0.130165583
(2,0.8, 0.1),0.140256575
(2,0.8, 0.2),0.129443498
(2,0.8, 0.3),0.111682857
(2,0.8, 0.4),0.125442162
(2,0.8, 0.5),0.109818276
(2,0.8, 0.6),0.113490244
(2,0.8, 0.7),0.154156588
(2,0.8, 0.8),0.133284585
(2,0.8, 0.9),0.111440627
(2,0.8, 1.0),0.114817986
(2,0.9, 0.1),0.121625612
(2,0.9, 0.2),0.110065006
(2,0.9, 0.3),0.129088517
(2,0.9, 0.4),0.136175759
(2,0.9, 0.5),0.14223145
